Displayed Name,First Name,Last Name,Role,Time,Group,Personal Statement / Summary (optional)
Dr. Rohit Jigyasu,Dr. Rohit,Jigyasu,Print,Other,Author,Authored for Print issue Vol 73.1 Climate Disruption published in 2019-20
Dwight Y. King,Dwight Y.,King,Print,Other,Author,Authored for Print issue Vol 53.2 Shadow Economies published in 1999-00
E. A. Brett,E. A.,Brett,Print,Other,Author,Authored for Print issue Vol 52.1 The Multiple Faces of World Poverty published in 1998-99
E. Grant Meade,E. Grant,Meade,Print,Other,Author,Authored Book Review for Vol 5.2 Propaganda in World Politics published in 1951-52
Echo H. Liang,Echo H.,Liang,Print,Other,Author,Authored for Print issue Vol 52.1 The Multiple Faces of World Poverty published in 1998-99
Edgar S. Furniss Jr.,Edgar S.,Furniss Jr.,Print,Other,Author,Authored for Print issue Vol 9.2 The United Nations After Ten Years published in 1955-56
Edmund C. Duffy,Edmund C.,Duffy,Print,Other,Author,Authored for Print issue Vol 49.2 Contemporary China published in 1995-96
Eduardo J. Viola,Eduardo J.,Viola,Print,Other,Author,Authored for Print issue Vol 38.2 Dilemmas of Democracy published in 1984-85
Edward A. Kolodziej,Edward A.,Kolodziej,Print,Other,Author,Authored for Print issue Vol 34.1 International Relations of Developing Countries published in 1980-81
Edward D. Mansfield,Edward D.,Mansfield,Print,Other,Author,Authored for Print issue Vol 48.1 Contemporary Issues in World Trade published in 1994-95
Edward J. Shanahan Jr.,Edward J.,Shanahan Jr.,Print,Other,Author,"Authored for Print issue Vol 12.1 The Western Alliance published in 1958-59
Editorial Assistant for Vol 11.2 Communist China in World Politics, Vol 11.1 East Central Europe, Vol 12.1 The Western Alliance, and Vol 12.2 A Design for International Relations"
Edward L. Katzenbach Jr.,Edward L.,Katzenbach Jr.,Print,Other,Author,Authored for Print issue Vol 8.2 The Military and U.S. Foreign Policy published in 1954-55
Edward L. Morse,Edward L.,Morse,Print,Other,Author,"Authored Book Review for Vol 25.2 Change and the Future International System published in 1971-72
Authored for Print issue Vol 31.1 The Global Commons published in 1977-78 and Vol 53.1 Fueling the 21st Century published in 1999-00"
Edward S. Herman,Edward S.,Herman,Print,Other,Author,Authored for Print issue Vol 47.1 The Power of the Media in the Global System published in 1993-94
Edward V. Gulick,Edward V.,Gulick,Print,Other,Author,Authored for Print issue Vol 14.1 A New Balance of Power? published in 1960-61
Edward V. K. Jaycox,Edward V. K.,Jaycox,Print,Other,Author,Authored for Print issue Vol 46.1 Sub-Saharan Africa published in 1992-93
Edward W. Walker,Edward W.,Walker,Print,Other,Author,Authored for Print issue Vol 56.2 Central Asia published in 2002-03
Edwin F. Stanton,Edwin F.,Stanton,Print,Other,Author,Authored for Print issue Vol 10.1 Southeast Asia in Transition published in 1956-57
Eldred V. Masunungure,Eldred V.,Masunungure,Print,Other,Author,Authored for Print issue Vol 65.1 Inside the Authoritarian State published in 2011-12
Eli Whitney Debevoise,Eli Whitney,Debevoise,Print,Other,Author,Authored for Print issue Vol 8.2 The Military and U.S. Foreign Policy published in 1954-55
Elizabeth C. Hanson,Elizabeth C.,Hanson,Print,Other,Author,"Authored for Print issue Vol 44.1 Theory, Values and Practice in International Relations published in 1990-91"
Elizabeth Kridl Valkenier,Elizabeth Kridl,Valkenier,Print,Other,Author,"Authored for Print issue Vol 11.1 East Central Europe published in 1957-58
Authored for Print issue Vol 34.2 Soviet-American Competition in the Third World published in 1980-81"
Ellen Brennan-Galvin,Ellen,Brennan-Galvin,Print,Other,Author,Authored for Print issue Vol 56.1 Face of the State published in 2002-03
Ellen L. Frost,Ellen L.,Frost,Print,Other,Author,Authored for Print issue Vol 51.2 Technology and International Policy published in 1997-98
Elliot R. Goodman,Elliot R.,Goodman,Print,Other,Author,Authored for Print issue Vol 15.2 Ideology published in 1961-62
Emily E. Richardson,Emily E.,Richardson,Print,Other,Author,Authored Book Review for Vol 67.1 The Gender Issue published in 2013-14
Enoch E. K. Mulira,Enoch E. K.,Mulira,Print,Other,Author,Authored for Print issue Vol 7.2 Crisis in Africa published in 1953-54
Enrique A. Baloyra,Enrique A.,Baloyra,Print,Other,Author,Authored for Print issue Vol 38.2 Dilemmas of Democracy published in 1984-85
Ernest A. Gross,Ernest A.,Gross,Print,Other,Author,Authored for Print issue Vol 12.2 A Design for International Relations published in 1958-59
Ernest B. Haas,Ernest B.,Haas,Print,Other,Author,"Authored for Print issue Vol 4.2 The Advancement of Underdeveloped Areas published in 1950-51
Authored for Print issue Vol 44.1 Theory, Values and Practice in International Relations published in 1990-91"
Ernst U. Von Weizsäcker,Ernst U.,Von Weizsäcker,Print,Other,Author,Authored for Print issue Vol 44.2 The Politics of the Global Environment published in 1990-91
Erskine B. Childers,Erskine B.,Childers,Print,Other,Author,Authored for Print issue Vol 19.1 The Arab World published in 1965-66
Ester R. Fuchs,Ester R.,Fuchs,Print,Other,Author,Authored for Print issue Vol 65.2 The Future of the City published in 2011-12
Ethan B. Kapstein,Ethan B.,Kapstein,Print,Other,Author,Authored for Print issue Vol 52.2 Seeking Institutional Justice published in 1998-99
Eugene B. Skolnikoff,Eugene B.,Skolnikoff,Print,Other,Author,Authored for Print issue Vol 25.2 Change and the Future International System published in 1971-72
Eugene R. Black,Eugene R.,Black,Print,Other,Author,Authored for Print issue Vol 16.2 Nation-Building published in 1962-63
Eusebio Mujal-León,Eusebio,Mujal-León,Print,Other,Author,"Authored for Print issue Vol 65.1 Inside the Authoritarian State published in 2011-12
Authored Book Review for Vol 38.2 Dilemmas of Democracy published in 1984-85"
Eva Østergaard-Nielsen,Eva,Østergaard-Nielsen,Print,Other,Author,Authored Book Review for Vol 57.2 Land published in 2003-04
Evgeni M. Primakov,Evgeni M.,Primakov,Print,Other,Author,Authored for Print issue Vol 34.2 Soviet-American Competition in the Third World published in 1980-81
F. Gregory Gause Iii,F. Gregory,Gause III,Print,Other,Author,Authored for Print issue Vol 45.2 Rethinking Nationalism and Sovereignty published in 1991-92
F. H. Hinsley,F. H.,Hinsley,Print,Other,Author,Authored for Print issue Vol 21.2 Theory and Reality in International Relations published in 1967-68
F. John Mathis,F. John,Mathis,Print,Other,Author,Authored for Print issue Vol 28.1 World Trade and United States Foreign Policy published in 1974-75
F. R. C. Bagley,F. R. C.,Bagley,Print,Other,Author,Authored for Print issue Vol 12.2 A Design for International Relations published in 1958-59
F. Roy Lockheimer,F. Roy,Lockheimer,Print,Other,Author,Authored for Print issue Vol 26.2 Micropolitics published in 1972-73
F.W. De Klerk,F.W.,De Klerk,Print,Other,Author,F.W. De Klerk was interviewed by the Journal for Print issue Vol 60.1 Historical Reconciliation published in 2006-07
Fabian A. Koss,Fabian A.,Koss,Print,Other,Author,Authored for Print issue Vol 55.1 Children published in 2001-02
Fahad Bin Mohammed Al-Attiya,Fahad Bin Mohammed,Al-Attiya,Print,Other,Author,Fahad Bin Mohammed Al-Attiya was interviewed by the Journal for Print issue Vol 67.2 Global Food Security published in 2013-14
Ferenc A. Váli,Ferenc A.,Váli,Print,Other,Author,Authored for Print issue Vol 20.1 East Central Europe published in 1966-67
Fionnuala Ni Aolain,Fionnuala Ni,Aolain,Print,Other,Author,Authored for Print issue Vol 50.1 Religion published in 1996-97
Francine R. Frankel,Francine R.,Frankel,Print,Other,Author,Authored for Print issue Vol 64.2 Sino-Indian Relations published in 2010-11
Francis M. Deng,Francis M.,Deng,Print,Other,Author,Authored for Print issue Vol 52.1 The Multiple Faces of World Poverty published in 1998-99
Francis X. Sutton,Francis X.,Sutton,Print,Other,Author,Authored for Print issue Vol 15.1 Many Africas published in 1961-62
Francisco L. Rivera-Batiz,Francisco L.,Rivera-Batiz,Print,Other,Author,"Authored for Print issue Vol 53.2 Shadow Economies published in 1999-00

Francisco L. Rivera-Batiz is a Professor of Economics and Education Emeritus at Teachers College, Columbia University and a Professor of International and Public Affairs at the School of International and Public Affairs at Columbia. He holds a Ph.D. in Economics from MIT. He has written on international and development economics, as well as on education and its impact on labor markets. He has served as a consultant or technical advisor to the OECD, the United Nations, the World Bank, and a variety of governmental and non-governmental organizations in the US and in developing countries."
Frank G. Madsen,Frank G.,Madsen,Print,Other,Author,Authored for Print issue Vol 66.1 Transnational Organized Crime published in 2012-13
Frank N. Trager,Frank N.,Trager,Print,Other,Author,Authored for Print issue Vol 10.1 Southeast Asia in Transition published in 1956-57
Franz L. Neumann,Franz L.,Neumann,Print,Other,Author,Authored for Print issue Vol 2.1 U.S. Occupation - Germany and Japan published in 1948-49
Fred Warner Neal,Fred Warner,Neal,Print,Other,Author,Authored for Print issue Vol 15.2 Ideology published in 1961-62
Frederic C. Deyo,Frederic C.,Deyo,Print,Other,Author,Authored for Print issue Vol 57.1 Governance published in 2003-04
Frederick B. Pike,Frederick B.,Pike,Print,Other,Author,Authored for Print issue Vol 20.2 Political Development in Latin America published in 1966-67
Frederick C. Barghoorn,Frederick C.,Barghoorn,Print,Other,Author,"Authored for Print issue Vol 5.1 American Foreign Policy published in 1951-52
Authored Book Review for Vol 5.2 Propaganda in World Politics published in 1951-52"
Frederick M. Burkle Jr.,Frederick M.,Burkle Jr.,Print,Other,Author,Authored for Print issue Vol 59.2 The Globalization of Disaster published in 2005-06
Frederick T. C. Yu,Frederick T. C.,Yu,Print,Other,Author,Authored for Print issue Vol 35.2 Toward a New World Information Order? published in 1981-82
Frederick V. Loud,Frederick V.,Loud,Print,Other,Author,Authored for Print issue Vol 4.1 Europe After the Marshall Plan published in 1950-51
Fredricka Pickford Santos,Fredricka Pickford,Santos,Print,Other,Author,Authored for Print issue Vol 30.2 Women and Change in the Developing World published in 1976-77
G. J. Van Heuven Goedhart,G. J. Van Heuven,Goedhart,Print,Other,Author,Authored for Print issue Vol 7.1 The Refugee in World Affairs published in 1953-54
Gabriel L. Negretto,Gabriel L.,Negretto,Print,Other,Author,Gabriel L. Negretto wrote the winning Andrew Wellington Cordier Student essay for Vol 46.2 Keeping the Peace published in 1992-93
Gary D. Espinas,Gary D.,Espinas,Print,Other,Author,Authored for Print issue Vol 63.2 Rethinking Russia published in 2009-10
Gary S. Hartshorn,Gary S.,Hartshorn,Print,Other,Author,Authored for Print issue Vol 44.2 The Politics of the Global Environment published in 1990-91
Geoffrey D. Dabelko,Geoffrey D.,Dabelko,Print,Other,Author,Authored for Print issue Vol 61.2 Water published in 2007-08
George A. Lopez,George A.,Lopez,Print,Other,Author,Authored for Print issue Vol 52.2 Seeking Institutional Justice published in 1998-99
George A. Wyeth Jr.,George A.,Wyeth Jr.,Print,Other,Author,Authored for Print issue Vol 8.2 The Military and U.S. Foreign Policy published in 1954-55
George G. Heltai,George G.,Heltai,Print,Other,Author,Authored for Print issue Vol 20.1 East Central Europe published in 1966-67
George H. Quester,George H.,Quester,Print,Other,Author,Authored Book Review for Vol 40.1 The Arms Trade published in 1986-87
George L. Sherry,George L.,Sherry,Print,Other,Author,Authored Book Review for Vol 37.2 The Politics of International Law published in 1983-84
George L. Warren,George L.,Warren,Print,Other,Author,Authored for Print issue Vol 7.1 The Refugee in World Affairs published in 1953-54
George W. Breslauer,George W.,Breslauer,Print,Other,Author,Authored for Print issue Vol 42.2 Gorbachev's Era of New Thinking published in 1988-89
George W. Shepherd Jr.,George W.,Shepherd Jr.,Print,Other,Author,Authored for Print issue Vol 25.2 Change and the Future International System published in 1971-72
Gerald L. Curtis,Gerald L.,Curtis,Print,Other,Author,Authored for Print issue Vol 26.2 Micropolitics published in 1972-73
Geraldo De F. Forbes,Geraldo De,F. Forbes,Print,Other,Author,Authored for Print issue Vol 38.1 Perspectives on Global Debt published in 1984-85
Gerard C. Smith,Gerard C.,Smith,Print,Other,Author,Authored for Print issue Vol 29.1 An Era of Negotiations published in 1975-76
Geronimo G. Martinez,Geronimo G.,Martinez,Print,Other,Author,Authored for Print issue Vol 33.2 Politics of Labor Migration published in 1979-80
Gertrude E. Schroeder,Gertrude E.,Schroeder,Print,Other,Author,Authored for Print issue Vol 45.2 Rethinking Nationalism and Sovereignty published in 1991-92
Ghandikota V. Subba Rao,Ghandikota V.,Subba Rao,Print,Other,Author,Authored for Print issue Vol 4.2 The Advancement of Underdeveloped Areas published in 1950-51
Glenn H. Snyder,Glenn H.,Snyder,Print,Other,Author,"Authored for Print issue Vol 14.1 A New Balance of Power? published in 1960-61 and Vol 44.1 Theory, Values and Practice in International Relations published in 1990-91"
Gordon H. Torrey,Gordon H.,Torrey,Print,Other,Author,Authored for Print issue Vol 19.1 The Arab World published in 1965-66
Gregory F. Treverton,Gregory F.,Treverton,Print,Other,Author,Authored for Print issue Vol 45.1 East Central Europe published in 1991-92
H. Akin Unver,H. Akin,Unver,Print,Other,Author,"Authored for Print issue Vol 69.2 Shifting Sands published in 2015-16 and Vol 71.1 Democracy published in 2017-18

H. Akin Ünver is an assistant professor of international relations at Kadir Has University, Istanbul, specializing in energy politics, conflict psychology and radicalization sociologies. He is the author of “Defining Turkey’s Kurdish Question: Discourse and Politics Since 1990,” and a former Ertegün Lecturer of Near Eastern Studies at Princeton University."
H. G. Picknell,H. G.,Picknell,Print,Other,Author,H. G. Picknell was interviewed by the Journal for Print issue Vol 5.2 Propaganda in World Politics published in 1951-52
H. Gordon Skilling,H. Gordon,Skilling,Print,Other,Author,Authored for Print issue Vol 20.1 East Central Europe published in 1966-67
H. Holger Rogner,H. Holger,Rogner,Print,Other,Author,Authored for Print issue Vol 64.1 Innovating for Development published in 2010-11
